# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	2/11/1970			916			
USGS	2087500	2/12/1970			916			
USGS	2087500	2/13/1970			801			
USGS	2087500	2/14/1970			675			
USGS	2087500	2/15/1970			610			
USGS	2087500	2/16/1970			585			
USGS	2087500	2/17/1970			3070			
USGS	2087500	2/18/1970			5970			
USGS	2087500	2/19/1970			5300			
USGS	2087500	2/20/1970			5210			
USGS	2087500	2/21/1970			5330			
USGS	2087500	2/22/1970			4240			
USGS	2087500	2/23/1970			1400			
USGS	2087500	2/24/1970			1040			
USGS	2087500	2/25/1970			946			
USGS	2087500	2/26/1970			1100			
USGS	2087500	2/27/1970			1180			
USGS	2087500	2/28/1970			1070			
USGS	2087500	3/1/1970			934			
USGS	2087500	3/2/1970			812			
USGS	2087500	3/3/1970			801			
USGS	2087500	3/4/1970			752			
USGS	2087500	3/5/1970			774			
USGS	2087500	3/6/1970			1680			
USGS	2087500	3/7/1970			1690			
USGS	2087500	3/8/1970			1130			
USGS	2087500	3/9/1970			998			
USGS	2087500	3/10/1970			801			
USGS	2087500	3/11/1970			720			
USGS	2087500	3/12/1970			695			
USGS	2087500	3/13/1970			768			
USGS	2087500	3/14/1970			1070			
USGS	2087500	3/15/1970			1100			
USGS	2087500	3/16/1970			910			
USGS	2087500	3/17/1970			763			
USGS	2087500	3/18/1970			752			
USGS	2087500	3/19/1970			829			
USGS	2087500	3/20/1970			1090			
USGS	2087500	3/21/1970			1240			
USGS	2087500	3/22/1970			2100			
USGS	2087500	3/23/1970			3870			
USGS	2087500	3/24/1970			3620			
USGS	2087500	3/25/1970			3090			
USGS	2087500	3/26/1970			1740			
USGS	2087500	3/27/1970			1360			
USGS	2087500	3/28/1970			1350			
USGS	2087500	3/29/1970			1110			
USGS	2087500	3/30/1970			988			
USGS	2087500	3/31/1970			1500			
USGS	2087500	4/1/1970			3300			
USGS	2087500	4/2/1970			4100			
USGS	2087500	4/3/1970			5020			
USGS	2087500	4/4/1970			4580			
USGS	2087500	4/5/1970			4190			
USGS	2087500	4/6/1970			2620			
USGS	2087500	4/7/1970			1490			
USGS	2087500	4/8/1970			1250			
USGS	2087500	4/9/1970			1050			
USGS	2087500	4/10/1970			916			
USGS	2087500	4/11/1970			818			
USGS	2087500	4/12/1970			747			
USGS	2087500	4/13/1970			685			
USGS	2087500	4/14/1970			1510			
USGS	2087500	4/15/1970			3080			
USGS	2087500	4/16/1970			3460			
USGS	2087500	4/17/1970			2560			
USGS	2087500	4/18/1970			1230			
USGS	2087500	4/19/1970			934			
USGS	2087500	4/20/1970			818			
USGS	2087500	4/21/1970			752			
USGS	2087500	4/22/1970			685			
USGS	2087500	4/23/1970			615			
USGS	2087500	4/24/1970			575			
USGS	2087500	4/25/1970			535			
USGS	2087500	4/26/1970			520			
USGS	2087500	4/27/1970			575			
USGS	2087500	4/28/1970			540			
USGS	2087500	4/29/1970			565			
USGS	2087500	4/30/1970			610			
USGS	2087500	5/1/1970			635			
USGS	2087500	5/2/1970			555			
USGS	2087500	5/3/1970			470			
USGS	2087500	5/4/1970			590			
USGS	2087500	5/5/1970			1060			
USGS	2087500	5/6/1970			1770			
USGS	2087500	5/7/1970			1560			
USGS	2087500	5/8/1970			863			
USGS	2087500	5/9/1970			630			
USGS	2087500	5/10/1970			515			
USGS	2087500	5/11/1970			445			
USGS	2087500	5/12/1970			475			
USGS	2087500	5/13/1970			450			
USGS	2087500	5/14/1970			390			
USGS	2087500	5/15/1970			380			
USGS	2087500	5/16/1970			350			
USGS	2087500	5/17/1970			400			
USGS	2087500	5/18/1970			480			
USGS	2087500	5/19/1970			425			
USGS	2087500	5/20/1970			410			
USGS	2087500	5/21/1970			360			
USGS	2087500	5/22/1970			320			
USGS	2087500	5/23/1970			288			
USGS	2087500	5/24/1970			270			
USGS	2087500	5/25/1970			258			
USGS	2087500	5/26/1970			350			
USGS	2087500	5/27/1970			555			
USGS	2087500	5/28/1970			385			
USGS	2087500	5/29/1970			340			
USGS	2087500	5/30/1970			284			
USGS	2087500	5/31/1970			266			
USGS	2087500	6/1/1970			258			
USGS	2087500	6/2/1970			230			
USGS	2087500	6/3/1970			226			
USGS	2087500	6/4/1970			230			
USGS	2087500	6/5/1970			234			
USGS	2087500	6/6/1970			258			
USGS	2087500	6/7/1970			198			
USGS	2087500	6/8/1970			175			
USGS	2087500	6/9/1970			185			
USGS	2087500	6/10/1970			178			
USGS	2087500	6/11/1970			165			
USGS	2087500	6/12/1970			162			
USGS	2087500	6/13/1970			162			
USGS	2087500	6/14/1970			144			
USGS	2087500	6/15/1970			141			
USGS	2087500	6/16/1970			141			
USGS	2087500	6/17/1970			132			
USGS	2087500	6/18/1970			129			
USGS	2087500	6/19/1970			124			
USGS	2087500	6/20/1970			109			
USGS	2087500	6/21/1970			102			
USGS	2087500	6/22/1970			220			
USGS	2087500	6/23/1970			178			
USGS	2087500	6/24/1970			132			
USGS	2087500	6/25/1970			124			
USGS	2087500	6/26/1970			391			
USGS	2087500	6/27/1970			274			
USGS	2087500	6/28/1970			460			
USGS	2087500	6/29/1970			254			
USGS	2087500	6/30/1970			182			
USGS	2087500	7/1/1970			147			
USGS	2087500	7/2/1970			153			
USGS	2087500	7/3/1970			172			
USGS	2087500	7/4/1970			172			
USGS	2087500	7/5/1970			234			
USGS	2087500	7/6/1970			297			
USGS	2087500	7/7/1970			212			
USGS	2087500	7/8/1970			156			
USGS	2087500	7/9/1970			150			
USGS	2087500	7/10/1970			319			
USGS	2087500	7/11/1970			1060			
USGS	2087500	7/12/1970			2180			
USGS	2087500	7/13/1970			2970			
USGS	2087500	7/14/1970			3420			
USGS	2087500	7/15/1970			1660			
USGS	2087500	7/16/1970			435			
USGS	2087500	7/17/1970			297			
USGS	2087500	7/18/1970			242			
USGS	2087500	7/19/1970			206			
USGS	2087500	7/20/1970			182			
USGS	2087500	7/21/1970			405			
USGS	2087500	7/22/1970			435			
USGS	2087500	7/23/1970			370			
USGS	2087500	7/24/1970			450			
USGS	2087500	7/25/1970			425			
USGS	2087500	7/26/1970			590			
USGS	2087500	7/27/1970			375			
USGS	2087500	7/28/1970			310			
USGS	2087500	7/29/1970			258			
USGS	2087500	7/30/1970			262			
USGS	2087500	7/31/1970			350			
USGS	2087500	8/1/1970			345			
USGS	2087500	8/2/1970			325			
USGS	2087500	8/3/1970			250			
USGS	2087500	8/4/1970			306			
USGS	2087500	8/5/1970			220			
USGS	2087500	8/6/1970			169			
USGS	2087500	8/7/1970			212			
USGS	2087500	8/8/1970			169			
USGS	2087500	8/9/1970			169			
USGS	2087500	8/10/1970			445			
USGS	2087500	8/11/1970			916			
USGS	2087500	8/12/1970			720			
USGS	2087500	8/13/1970			640			
USGS	2087500	8/14/1970			440			
USGS	2087500	8/15/1970			335			
USGS	2087500	8/16/1970			262			
USGS	2087500	8/17/1970			223			
USGS	2087500	8/18/1970			209			
USGS	2087500	8/19/1970			335			
USGS	2087500	8/20/1970			375			
USGS	2087500	8/21/1970			445			
USGS	2087500	8/22/1970			250			
USGS	2087500	8/23/1970			195			
USGS	2087500	8/24/1970			340			
USGS	2087500	8/25/1970			465			
USGS	2087500	8/26/1970			266			
USGS	2087500	8/27/1970			192			
USGS	2087500	8/28/1970			169			
USGS	2087500	8/29/1970			165			
USGS	2087500	8/30/1970			141			
USGS	2087500	8/31/1970			129			
USGS	2087500	9/1/1970			135			
USGS	2087500	9/2/1970			127			
USGS	2087500	9/3/1970			119			
USGS	2087500	9/4/1970			127			
USGS	2087500	9/5/1970			153			
USGS	2087500	9/6/1970			188			
USGS	2087500	9/7/1970			159			
USGS	2087500	9/8/1970			135			
USGS	2087500	9/9/1970			122			
USGS	2087500	9/10/1970			119			
USGS	2087500	9/11/1970			129			
USGS	2087500	9/12/1970			116			
USGS	2087500	9/13/1970			102			
USGS	2087500	9/14/1970			95			
USGS	2087500	9/15/1970			97			
USGS	2087500	9/16/1970			91			
USGS	2087500	9/17/1970			88			
USGS	2087500	9/18/1970			84			
USGS	2087500	9/19/1970			84			
USGS	2087500	9/20/1970			88			
USGS	2087500	9/21/1970			91			
USGS	2087500	9/22/1970			97			
USGS	2087500	9/23/1970			97			
USGS	2087500	9/24/1970			95			
USGS	2087500	9/25/1970			86			
USGS	2087500	9/26/1970			84			
USGS	2087500	9/27/1970			82			
USGS	2087500	9/28/1970			178			
USGS	2087500	9/29/1970			230			
USGS	2087500	9/30/1970			159			
USGS	2087500	10/1/1970			153			
USGS	2087500	10/2/1970			124			
USGS	2087500	10/3/1970			111			
USGS	2087500	10/4/1970			97			
USGS	2087500	10/5/1970			84			
USGS	2087500	10/6/1970			80			
USGS	2087500	10/7/1970			84			
USGS	2087500	10/8/1970			86			
USGS	2087500	10/9/1970			88			
USGS	2087500	10/10/1970			82			
USGS	2087500	10/11/1970			80			
USGS	2087500	10/12/1970			74			
USGS	2087500	10/13/1970			80			
USGS	2087500	10/14/1970			80			
USGS	2087500	10/15/1970			74			
USGS	2087500	10/16/1970			297			
USGS	2087500	10/17/1970			254			
USGS	2087500	10/18/1970			153			
USGS	2087500	10/19/1970			124			
USGS	2087500	10/20/1970			109			
USGS	2087500	10/21/1970			116			
USGS	2087500	10/22/1970			350			
USGS	2087500	10/23/1970			258			
USGS	2087500	10/24/1970			238			
USGS	2087500	10/25/1970			175			
USGS	2087500	10/26/1970			144			
USGS	2087500	10/27/1970			135			
USGS	2087500	10/28/1970			127			
USGS	2087500	10/29/1970			122			
USGS	2087500	10/30/1970			132			
USGS	2087500	10/31/1970			636			
USGS	2087500	11/1/1970			1070			
USGS	2087500	11/2/1970			715			
USGS	2087500	11/3/1970			500			
USGS	2087500	11/4/1970			360			
USGS	2087500	11/5/1970			292			
USGS	2087500	11/6/1970			246			
USGS	2087500	11/7/1970			212			
USGS	2087500	11/8/1970			195			
USGS	2087500	11/9/1970			178			
USGS	2087500	11/10/1970			185			
USGS	2087500	11/11/1970			705			
USGS	2087500	11/12/1970			720			
USGS	2087500	11/13/1970			757			
USGS	2087500	11/14/1970			947			
USGS	2087500	11/15/1970			1400			
USGS	2087500	11/16/1970			840			
USGS	2087500	11/17/1970			1020			
USGS	2087500	11/18/1970			731			
USGS	2087500	11/19/1970			485			
USGS	2087500	11/20/1970			390			
USGS	2087500	11/21/1970			330			
USGS	2087500	11/22/1970			284			
USGS	2087500	11/23/1970			274			
USGS	2087500	11/24/1970			266			
USGS	2087500	11/25/1970			238			
USGS	2087500	11/26/1970			238			
USGS	2087500	11/27/1970			220			
USGS	2087500	11/28/1970			216			
USGS	2087500	11/29/1970			209			
USGS	2087500	11/30/1970			209			
USGS	2087500	12/1/1970			209			
USGS	2087500	12/2/1970			212			
USGS	2087500	12/3/1970			220			
USGS	2087500	12/4/1970			212			
USGS	2087500	12/5/1970			216			
USGS	2087500	12/6/1970			212			
USGS	2087500	12/7/1970			212			
USGS	2087500	12/8/1970			198			
USGS	2087500	12/9/1970			165			
USGS	2087500	12/10/1970			185			
USGS	2087500	12/11/1970			195			
USGS	2087500	12/12/1970			220			
USGS	2087500	12/13/1970			209			
USGS	2087500	12/14/1970			188			
USGS	2087500	12/15/1970			182			
USGS	2087500	12/16/1970			195			
USGS	2087500	12/17/1970			580			
USGS	2087500	12/18/1970			625			
USGS	2087500	12/19/1970			580			
USGS	2087500	12/20/1970			470			
USGS	2087500	12/21/1970			410			
USGS	2087500	12/22/1970			470			
USGS	2087500	12/23/1970			510			
USGS	2087500	12/24/1970			817			
USGS	2087500	12/25/1970			976			
USGS	2087500	12/26/1970			910			
USGS	2087500	12/27/1970			670			
USGS	2087500	12/28/1970			525			
USGS	2087500	12/29/1970			450			
USGS	2087500	12/30/1970			400			
USGS	2087500	12/31/1970			360			
USGS	2087500	1/1/1971			450			
USGS	2087500	1/2/1971			610			
USGS	2087500	1/3/1971			715			
USGS	2087500	1/4/1971			779			
USGS	2087500	1/5/1971			2320			
USGS	2087500	1/6/1971			4970			
USGS	2087500	1/7/1971			4260			
USGS	2087500	1/8/1971			2290			
USGS	2087500	1/9/1971			1350			
USGS	2087500	1/10/1971			1380			
USGS	2087500	1/11/1971			1450			
USGS	2087500	1/12/1971			1380			
USGS	2087500	1/13/1971			1210			
USGS	2087500	1/14/1971			1010			
USGS	2087500	1/15/1971			840			
USGS	2087500	1/16/1971			742			
USGS	2087500	1/17/1971			655			
USGS	2087500	1/18/1971			595			
USGS	2087500	1/19/1971			545			
USGS	2087500	1/20/1971			515			
USGS	2087500	1/21/1971			475			
USGS	2087500	1/22/1971			460			
USGS	2087500	1/23/1971			525			
USGS	2087500	1/24/1971			595			
USGS	2087500	1/25/1971			892			
USGS	2087500	1/26/1971			1120			
USGS	2087500	1/27/1971			1000			
USGS	2087500	1/28/1971			801			
USGS	2087500	1/29/1971			665			
USGS	2087500	1/30/1971			625			
USGS	2087500	1/31/1971			1020			
USGS	2087500	2/1/1971			880			
USGS	2087500	2/2/1971			812			
USGS	2087500	2/3/1971			720			
USGS	2087500	2/4/1971			768			
USGS	2087500	2/5/1971			1480			
USGS	2087500	2/6/1971			3540			
USGS	2087500	2/7/1971			3720			
USGS	2087500	2/8/1971			5550			
USGS	2087500	2/9/1971			6450			
USGS	2087500	2/10/1971			5620			
USGS	2087500	2/11/1971			5260			
USGS	2087500	2/12/1971			5260			
USGS	2087500	2/13/1971			4780			
USGS	2087500	2/14/1971			2680			
USGS	2087500	2/15/1971			2850			
USGS	2087500	2/16/1971			2910			
USGS	2087500	2/17/1971			1760			
USGS	2087500	2/18/1971			1250			
USGS	2087500	2/19/1971			1040			
USGS	2087500	2/20/1971			952			
USGS	2087500	2/21/1971			874			
USGS	2087500	2/22/1971			818			
USGS	2087500	2/23/1971			1030			
USGS	2087500	2/24/1971			1240			
USGS	2087500	2/25/1971			1390			
USGS	2087500	2/26/1971			1060			
USGS	2087500	2/27/1971			898			
USGS	2087500	2/28/1971			837			
USGS	2087500	3/1/1971			851			
USGS	2087500	3/2/1971			1000			
USGS	2087500	3/3/1971			2820			
USGS	2087500	3/4/1971			6020			
USGS	2087500	3/5/1971			5950			
USGS	2087500	3/6/1971			4920			
USGS	2087500	3/7/1971			4750			
USGS	2087500	3/8/1971			3030			
USGS	2087500	3/9/1971			1460			
USGS	2087500	3/10/1971			1140			
USGS	2087500	3/11/1971			1020			
USGS	2087500	3/12/1971			964			
USGS	2087500	3/13/1971			934			
USGS	2087500	3/14/1971			880			
USGS	2087500	3/15/1971			886			
USGS	2087500	3/16/1971			946			
USGS	2087500	3/17/1971			1150			
USGS	2087500	3/18/1971			1070			
USGS	2087500	3/19/1971			869			
USGS	2087500	3/20/1971			784			
USGS	2087500	3/21/1971			774			
USGS	2087500	3/22/1971			818			
USGS	2087500	3/23/1971			742			
USGS	2087500	3/24/1971			660			
USGS	2087500	3/25/1971			620			
USGS	2087500	3/26/1971			660			
USGS	2087500	3/27/1971			774			
USGS	2087500	3/28/1971			1020			
USGS	2087500	3/29/1971			1620			
USGS	2087500	3/30/1971			2800			
USGS	2087500	3/31/1971			2700			
USGS	2087500	4/1/1971			1820			
USGS	2087500	4/2/1971			1240			
USGS	2087500	4/3/1971			1050			
USGS	2087500	4/4/1971			994			
USGS	2087500	4/5/1971			1020			
USGS	2087500	4/6/1971			1390			
USGS	2087500	4/7/1971			3200			
USGS	2087500	4/8/1971			3790			
USGS	2087500	4/9/1971			4030			
USGS	2087500	4/10/1971			3430			
USGS	2087500	4/11/1971			1620			
USGS	2087500	4/12/1971			1150			
USGS	2087500	4/13/1971			954			
USGS	2087500	4/14/1971			853			
USGS	2087500	4/15/1971			762			
USGS	2087500	4/16/1971			697			
USGS	2087500	4/17/1971			646			
USGS	2087500	4/18/1971			608			
USGS	2087500	4/19/1971			571			
USGS	2087500	4/20/1971			553			
USGS	2087500	4/21/1971			538			
USGS	2087500	4/22/1971			576			
USGS	2087500	4/23/1971			627			
USGS	2087500	4/24/1971			629			
USGS	2087500	4/25/1971			571			
USGS	2087500	4/26/1971			537			
USGS	2087500	4/27/1971			504			
USGS	2087500	4/28/1971			666			
USGS	2087500	4/29/1971			904			
USGS	2087500	4/30/1971			868			
USGS	2087500	5/1/1971			761			
USGS	2087500	5/2/1971			602			
USGS	2087500	5/3/1971			560			
USGS	2087500	5/4/1971			521			
USGS	2087500	5/5/1971			476			
USGS	2087500	5/6/1971			448			
USGS	2087500	5/7/1971			408			
USGS	2087500	5/8/1971			420			
USGS	2087500	5/9/1971			561			
USGS	2087500	5/10/1971			446			
USGS	2087500	5/11/1971			390			
USGS	2087500	5/12/1971			375			
USGS	2087500	5/13/1971			1600			
USGS	2087500	5/14/1971			1410			
USGS	2087500	5/15/1971			1290			
USGS	2087500	5/16/1971			2120			
USGS	2087500	5/17/1971			3190			
USGS	2087500	5/18/1971			3490			
USGS	2087500	5/19/1971			3700			
USGS	2087500	5/20/1971			2430			
USGS	2087500	5/21/1971			892			
USGS	2087500	5/22/1971			650			
USGS	2087500	5/23/1971			550			
USGS	2087500	5/24/1971			490			
USGS	2087500	5/25/1971			450			
USGS	2087500	5/26/1971			418			
USGS	2087500	5/27/1971			382			
USGS	2087500	5/28/1971			458			
USGS	2087500	5/29/1971			1290			
USGS	2087500	5/30/1971			2660			
USGS	2087500	5/31/1971			3360			
USGS	2087500	6/1/1971			3810			
USGS	2087500	6/2/1971			3620			
USGS	2087500	6/3/1971			1350			
USGS	2087500	6/4/1971			697			
USGS	2087500	6/5/1971			548			
USGS	2087500	6/6/1971			463			
USGS	2087500	6/7/1971			407			
USGS	2087500	6/8/1971			363			
USGS	2087500	6/9/1971			337			
USGS	2087500	6/10/1971			413			
USGS	2087500	6/11/1971			414			
USGS	2087500	6/12/1971			327			
USGS	2087500	6/13/1971			366			
USGS	2087500	6/14/1971			401			
USGS	2087500	6/15/1971			381			
USGS	2087500	6/16/1971			356			
USGS	2087500	6/17/1971			388			
USGS	2087500	6/18/1971			431			
USGS	2087500	6/19/1971			422			
USGS	2087500	6/20/1971			353			
USGS	2087500	6/21/1971			309			
USGS	2087500	6/22/1971			276			
USGS	2087500	6/23/1971			300			
USGS	2087500	6/24/1971			279			
USGS	2087500	6/25/1971			283			
USGS	2087500	6/26/1971			235			
USGS	2087500	6/27/1971			190			
USGS	2087500	6/28/1971			173			
USGS	2087500	6/29/1971			189			
USGS	2087500	6/30/1971			432			
USGS	2087500	7/1/1971			492			
USGS	2087500	7/2/1971			414			
USGS	2087500	7/3/1971			344			
USGS	2087500	7/4/1971			260			
USGS	2087500	7/5/1971			201			
USGS	2087500	7/6/1971			217			
USGS	2087500	7/7/1971			317			
USGS	2087500	7/8/1971			331			
USGS	2087500	7/9/1971			286			
USGS	2087500	7/10/1971			249			
USGS	2087500	7/11/1971			248			
USGS	2087500	7/12/1971			216			
USGS	2087500	7/13/1971			205			
USGS	2087500	7/14/1971			182			
USGS	2087500	7/15/1971			163			
USGS	2087500	7/16/1971			158			
USGS	2087500	7/17/1971			161			
USGS	2087500	7/18/1971			153			
USGS	2087500	7/19/1971			134			
USGS	2087500	7/20/1971			168			
USGS	2087500	7/21/1971			288			
USGS	2087500	7/22/1971			425			
USGS	2087500	7/23/1971			227			
USGS	2087500	7/24/1971			176			
USGS	2087500	7/25/1971			239			
USGS	2087500	7/26/1971			212			
USGS	2087500	7/27/1971			370			
USGS	2087500	7/28/1971			356			
USGS	2087500	7/29/1971			234			
USGS	2087500	7/30/1971			308			
USGS	2087500	7/31/1971			287			
USGS	2087500	8/1/1971			234			
USGS	2087500	8/2/1971			400			
USGS	2087500	8/3/1971			367			
USGS	2087500	8/4/1971			225			
USGS	2087500	8/5/1971			806			
USGS	2087500	8/6/1971			772			
USGS	2087500	8/7/1971			414			
USGS	2087500	8/8/1971			258			
USGS	2087500	8/9/1971			244			
USGS	2087500	8/10/1971			230			
USGS	2087500	8/11/1971			190			
USGS	2087500	8/12/1971			170			
USGS	2087500	8/13/1971			200			
USGS	2087500	8/14/1971			210			
USGS	2087500	8/15/1971			190			
USGS	2087500	8/16/1971			170			
USGS	2087500	8/17/1971			206			
USGS	2087500	8/18/1971			497			
USGS	2087500	8/19/1971			385			
USGS	2087500	8/20/1971			346			
USGS	2087500	8/21/1971			278			
USGS	2087500	8/22/1971			224			
USGS	2087500	8/23/1971			540			
USGS	2087500	8/24/1971			527			
USGS	2087500	8/25/1971			407			
USGS	2087500	8/26/1971			322			
USGS	2087500	8/27/1971			735			
USGS	2087500	8/28/1971			607			
USGS	2087500	8/29/1971			1060			
USGS	2087500	8/30/1971			1410			
USGS	2087500	8/31/1971			613			
USGS	2087500	9/1/1971			358			
USGS	2087500	9/2/1971			270			
USGS	2087500	9/3/1971			222			
USGS	2087500	9/4/1971			193			
USGS	2087500	9/5/1971			202			
USGS	2087500	9/6/1971			186			
USGS	2087500	9/7/1971			187			
USGS	2087500	9/8/1971			173			
USGS	2087500	9/9/1971			187			
USGS	2087500	9/10/1971			197			
USGS	2087500	9/11/1971			204			
USGS	2087500	9/12/1971			299			
USGS	2087500	9/13/1971			1410			
USGS	2087500	9/14/1971			2730			
USGS	2087500	9/15/1971			3270			
USGS	2087500	9/16/1971			2360			
USGS	2087500	9/17/1971			592			
USGS	2087500	9/18/1971			350			
USGS	2087500	9/19/1971			298			
USGS	2087500	9/20/1971			272			
USGS	2087500	9/21/1971			231			
USGS	2087500	9/22/1971			623			
USGS	2087500	9/23/1971			359			
USGS	2087500	9/24/1971			365			
USGS	2087500	9/25/1971			342			
USGS	2087500	9/26/1971			274			
USGS	2087500	9/27/1971			245			
USGS	2087500	9/28/1971			205			
USGS	2087500	9/29/1971			187			
USGS	2087500	9/30/1971			202			
USGS	2087500	10/1/1971			654			
USGS	2087500	10/2/1971			3030			
USGS	2087500	10/3/1971			3700			
USGS	2087500	10/4/1971			3380			
USGS	2087500	10/5/1971			2160			
USGS	2087500	10/6/1971			2180			
USGS	2087500	10/7/1971			3580			
USGS	2087500	10/8/1971			3460			
USGS	2087500	10/9/1971			2400			
USGS	2087500	10/10/1971			1480			
USGS	2087500	10/11/1971			3200			
USGS	2087500	10/12/1971			3670			
USGS	2087500	10/13/1971			4040			
USGS	2087500	10/14/1971			4370			
USGS	2087500	10/15/1971			3040			
USGS	2087500	10/16/1971			911			
USGS	2087500	10/17/1971			697			
USGS	2087500	10/18/1971			616			
USGS	2087500	10/19/1971			561			
USGS	2087500	10/20/1971			548			
USGS	2087500	10/21/1971			719			
USGS	2087500	10/22/1971			734			
